Course ID,Course code,Course number,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Key,Faculty,Department,Program,Level,Degree,Title,Description,Metadata,Type,Website
3342,BLDG,490,Capstone Building Engineering Design Project,6.0,LEC,Lecture,"Course Prerequisite: BCEE344, BCEE345, BLDG390; ENGR301, ENCS282, BLDG371",UGRD,,GCS_18,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,"Capstone Building Engineering Design Project (also listed as BLDG 490A, BLDG 490B)","capstone, team project",Capstone project,Course-integrated,No website provided
3344,BLDG,492,Construction Processes,3.0,LEC,Lecture,Course Prerequisite: BCEE451 or ENGR451,UGRD,BCEE 492 = BLDG 492,GCS_19,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Undergraduate,Bachelor,Construction Processes,Site visits,Hands-on workshops;Laboratory/Clinics;Real-world project/assignment,Course-integrated,No website provided
3353,BLDG,6071,WIND ENGR+BLDG AERODYNAMICS,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_20,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Wind Engineering and Building Aerodynamics,A case study or a project is required,,Course-integrated,https://www.concordia.ca/ginacody/engineering-in-society/programs/undergraduate-courses/honours-research-project.html
3361,BLDG,6561,BUILDING ECONOMICS I,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_26,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Economics I,A project is required,,Course-integrated,https://www.concordia.ca/research/zero-energy-building/facilities/labs-equipment.html
3363,BLDG,6571,PROJECT MANAGEMENT,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_27,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Project Management,A project is required,,Course-integrated,http://www.concordiasae.ca/
3365,BLDG,6581,DECISION ANALYSIS,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_28,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Decision Analysis,A project is required,,Course-integrated,http://www.poullis.org/games/
3367,BLDG,6591,COMP.AIDED BUILD. DESIGN,4.0,LEC,Lecture,Prerequisites: BLDG 6561.,GRAD,,GCS_29,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Computer-Aided Building Design,A project is required,,Course-integrated,http://www.spaceconcordia.ca/
3367,BLDG,6591,COMP.AIDED BUILD. DESIGN,4.0,REA,Reading,Prerequisites: BLDG 6561.,GRAD,,GCS_29,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Computer-Aided Building Design,A project is required,,Course-integrated,http://www.spaceconcordia.ca/
3370,BLDG,6611,BUILDING SCIENCE,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_31,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Science,A case study or a project is required,,Course-integrated,https://cubes.ecaconcordia.ca/
3374,BLDG,6641,MODULAR & OFF-SITE CONSTRUCT,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_33,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Industrialized Building,A case study & a project,,Course-integrated,https://ecaconcordia.ca/societies/enggames
3376,BLDG,6661,HYGROTHERM.PERF/BLDG. ENV.,4.0,LEC,Lecture,Prerequisite: BLDG 6611 previously or concurrently.,GRAD,,GCS_35,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Hygrothermal Performance of the Building Envelope,A project is required,,Course-integrated,https://montreal.ubisoft.com/en/game-lab-competition/
3379,BLDG,6701,BUILDING ENVIRONMENT,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_36,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Environment,2 projects,,Course-integrated,https://users.encs.concordia.ca/~design/
3385,BLDG,6741,HVAC CONTROL SYSTEMS,4.0,REA,Reading,Reserve BCEE,GRAD,,GCS_40,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,HVAC Control Systems,A project is required,,Course-integrated,https://users.encs.concordia.ca/~tse/
3389,BLDG,6781,ENERGY MGMT. IN BUILDINGS,4.0,LEC,Lecture,Course Prerequisite: BLDG6611,GRAD,,GCS_43,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Energy Management in Buildings,A case study & project,,Course-integrated,https://www.concordia.ca/ginacody/building-civil-environmental-eng/research/construction-engineering-management.html
3389,BLDG,6781,ENERGY MGMT. IN BUILDINGS,4.0,REA,Reading,Course Prerequisite: BLDG6611,GRAD,,GCS_43,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Energy Management in Buildings,A case study & project,,Course-integrated,https://www.concordia.ca/ginacody/building-civil-environmental-eng/research/construction-engineering-management.html
3391,BLDG,6801,CONSTRUCTION PLANN G+CONTROL,4.0,LEC,Lecture,Course Prerequisite: BLDG6571,GRAD,,GCS_45,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Construction Planning and Control,A case study & project,,Course-integrated,https://www.concordia.ca/ginacody/programs/summer-camps/girlset.html
3398,BLDG,6851,PROJECT COST ESTIMATING,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_46,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Project Cost Estimating,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/programs/summer-camps/science-engineering-camp.html
3399,BLDG,6861,SIMUL.+ DESIGN/CONST. OPER.,4.0,LEC,Lecture,Course Prerequisite: BLDG6831 or BLDG492,GRAD,,GCS_47,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Simulations and Design of Construction Operations,A project is required,,Course-integrated,https://www.concordia.ca/research/composites/facilities.html
3407,BLDG,6951,SOLAR BUILDING MODELLING AND DESIGN,4.0,LEC,Lecture,Course Prerequisite: BLDG6611,GRAD,,GCS_48,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Solar Building Modelling and Design,A project is required,,Course-integrated,https://www.concordia.ca/research/water-energy.html
3411,BLDG,7601,DURABILITY OF BLDG. MATS.,4.0,LEC,Lecture,Prerequisite: BLDG 6611 or equivalent.,GRAD,,GCS_52,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Durability of Building Materials,A case study & project,,Course-integrated,https://www.engcomm.ca/about-us/
3415,BLDG,7811,PROJECT ACQUISITION+CONTROL,4.0,LEC,Lecture,Course Prerequisite: BLDG6571; BLDG6801 or BCEE465,GRAD,,GCS_53,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Project Acquisition and Control,A project is required,,Course-integrated,https://www.facebook.com/ewbconu/
3417,BLDG,7831,BUILDING ECONOMICS II,4.0,LEC,Lecture,"Prerequisite: BLDG 6561, 6581.",GRAD,,GCS_54,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Economics II,A project is required,,Course-integrated,https://www.facebook.com/groups/6346382844/about/
3419,BLDG,7841,INFORMATION TECHNOLOGY APPLICATIONS IN CONSTRUCTION,4.0,LEC,Lecture,Prerequisite: BLDG 7811.,GRAD,,GCS_55,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Information Technology Applications in Construction,A project is required,,Course-integrated,https://www.facebook.com/groups/scsconcordia/about/
3421,BLDG,7861,BUSINESS PRACTICES/CONSTR N,4.0,LEC,Lecture,"You must complete 1 of the following rules   Course Prerequisite: BLDG6801, BCEE465",GRAD,,GCS_56,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Business Practices in Construction,A project is required,,Course-integrated,No website provided
3423,BLDG,7871,CONSTRUCTION EQUIPMENT MGMT.,4.0,LEC,Lecture,Prerequisite: BLDG 6561.,GRAD,,GCS_57,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Construction Equipment Management,A project is required,,Course-integrated,No website provided
3423,BLDG,7871,CONSTRUCTION EQUIPMENT MGMT.,4.0,REA,Reading,Prerequisite: BLDG 6561.,GRAD,,GCS_57,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Construction Equipment Management,A project is required,,Course-integrated,No website provided
40218,BLDG,6601,BUILDING ENCLOSURE,4.0,LEC,Lecture,Course Prerequisite: BLDG6611,GRAD,,GCS_30,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Enclosure,A project is required,,Course-integrated,http://www.uavconcordia.ca/
40219,BLDG,6621,NON-STRUCTURAL BLDG MATERIALS,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_32,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Modern Building Materials,A project is required,,Course-integrated,https://ecaconcordia.ca/
40219,BLDG,6621,NON-STRUCTURAL BLDG MATERIALS,4.0,REA,Reading,Reserve BCEE,GRAD,,GCS_32,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Modern Building Materials,A project is required,,Course-integrated,https://ecaconcordia.ca/
40221,BLDG,6651,FIRE+SMOKE CNTR L/BUILDINGS,4.0,LEC,Lecture,Course Prerequisite: BLDG6611,GRAD,,GCS_34,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Fire and Smoke Control in Buildings,A project is required,,Course-integrated,https://madiba.encs.concordia.ca/
40222,BLDG,6721,BUILDING ACOUSTICS,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_38,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Acoustics,Case studies and a project are required,,Course-integrated,https://users.encs.concordia.ca/~dolat/
40222,BLDG,6721,BUILDING ACOUSTICS,4.0,REA,Reading,Reserve BCEE,GRAD,,GCS_38,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Acoustics,Case studies and a project are required,,Course-integrated,https://users.encs.concordia.ca/~dolat/
40223,BLDG,6731,BUILDING ILLUM. & DAYLIGHTING,4.0,LEC,Lecture,Never Taken/Not Registered: BLDG474,GRAD,,GCS_39,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Illumination,A project is required,,Course-integrated,https://users.encs.concordia.ca/~mpackir/
40224,BLDG,6751,INDOOR AIR QUAL.+ VENT.,4.0,LEC,Lecture,Never Taken/Not Registered: BLDG475,GRAD,,GCS_41,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Indoor Air Quality and Ventilation,A case study or project,,Course-integrated,https://www.casi.ca/others/branches/concordia-university-branch/
47817,BLDG,6791,Thermal Building Simulation,4.0,LEC,Lecture,Course Prerequisite: BLDG6611,GRAD,,GCS_44,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Thermal Building Simulation,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/mechanical-industrial-aerospace-eng/research/electrochemical-green-eng.html
47961,BLDG,6241,Building Information Modelling in Construction,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_25,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Building Information Modelling in Construction,A project is required,,Course-integrated,https://www.concordia.ca/research/zero-energy-building/facilities/labs-equipment.html
50280,BLDG,6111,FUNDAMENTALS OF SMART BUILDINGS OPERATION,4.0,LEC,Lecture,Reserve BCEE,GRAD,,GCS_21,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Computer-Aided Building Operation,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/info-systems-eng/research/labs/computer-security-laboratory.html
50280,BLDG,6111,FUNDAMENTALS OF SMART BUILDINGS OPERATION,4.0,REA,Reading,Reserve BCEE,GRAD,,GCS_21,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,Computer-Aided Building Operation,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/info-systems-eng/research/labs/computer-security-laboratory.html
3520,BSTA,445,STAT SOFTWR/DATA MANA & ANAL,3.0,LEC,Lecture,"Course Prerequisite: One of (COMM215, STAT250, ENGR371, ECON222, MAST333, DESC244). Never Taken: DESC445, STAT480",UGRD,BSTA 445 = DESC 445,JMSB_80,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,Statistical Software for Data Management and Analysis,Lab work,Laboratory/Clinics,Course-integrated,No website provided
3521,BSTA,477,MANAGERIAL FORECASTING,3.0,LEC,Lecture,"Course Prerequisite: One of (COMM 214 or COMM215, ECON222, PSYC316, STAT250, MAST333, ENGR371). Never Taken: DESC477",UGRD,DESC 447 = DESC 477 = BSTA 477,JMSB_189,JMSB,Supply Chain and Business Technology Management,Supply Chain and Business Technology Management,Undergraduate,Bachelor,Managerial Forecasting,Business and economic databases are analyzed using statistical software packages,Laboratory/Clinics,Course-integrated,No website provided
3522,BSTA,478,DATA MINING TECHNIQUES,3.0,LEC,Lecture,"Course Prerequisite: One of (COMM 214 or COMM215, STAT250, MAST333, ENGR371). Never Taken: DESC478",UGRD,BSTA 478 = DESC 478,JMSB_81,JMSB,Supply Chain and Business Technology Management,Supply Chain Operations Management,Undergraduate,Bachelor,Data Mining Techniques,Practical experience,Practica,Course-integrated,No website provided
48954,BSTA,450,STATISTICAL MODELS FOR DATA ANALYSIS,3.0,LEC,Lecture,"Course Prerequisite: One of (COMM215 or DESC244). Never Taken: DESC378, DESC478, DESC492",UGRD,BSTA 378=BSTA 450,JMSB_79,JMSB,Supply Chain and Business Technology Management,Supply Chain and Business Technology Management,Undergraduate,Bachelor,Statistical Models for Data Analysis,Analyses of real-life data using statistical software packages,Laboratory/Clinics,Course-integrated,No website provided
3528,BTM,430,ENT RES PLNG&INFO TECH INTG,3.0,LEC,Lecture,"Course Prerequisite: COMM225, One of (COMM 226 or COMM 301); Never Taken DESC430, DESC389, DESC420",UGRD,"BTM 430 = DESC 430, 389, 420",JMSB_83,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,Enterprise Resources Planning and Technology Integration,Integration of technological and business resources for analysis of practical business problems and processes via the use of enterprise resource planning applications,Case studies;Laboratory/Clinics,Course-integrated,No website provided
3529,BTM,480,Project Management,3.0,LEC,Lecture,"Course Prerequisite: One of (COMM226 or COMM301). Never Taken: DESC483, DESC490*",UGRD,DESC 386 = DESC 483,JMSB_85,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,Project Management,Use of project management software and business cases,Case studies;Laboratory/Clinics,Course-integrated,No website provided
3530,BTM,481,Information Systems Analysis,3.0,LEC,Lecture,"Course Prerequisite: BTM382 previously or concurrently. Never Taken: DESC481, DESC482, DESC489, DESC495, DESC496,",UGRD,DESC 424 = DESC 481,JMSB_86,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,Information Systems Analysis,Analysis of real business processes for the development of requirements for information systems applications,Laboratory/Clinics,Course-integrated,No website provided
3531,BTM,495,Information Systems Design and Implementation,3.0,LEC,Lecture,"Course Prerequisite: One of (BTM 380 or DESC 381), One of (BTM382 or DESC382), One of (BTM481 or DESC481). Never Taken: DESC482, DESC484, DESC495,",UGRD,BTM 495 = DESC 495,JMSB_190,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,Information Systems Design and Implementation,Designing and prototyping IT solutions for real-life projects,Laboratory/Clinics;Case studies;Real-world project/assignment,Course-integrated,No website provided
3532,BTM,496,"Information Technology Strategy, Management, and Sourcing",3.0,LEC,Lecture,"Course Prerequisite: One of (BTM481 or DESC481). Never Taken: DESC386, DESC483, DESC496",UGRD,,JMSB_87,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,"Information Technology Strategy, Management and Sourcing",Development of the request for proposal for information systems for real life business applications,Case studies;Laboratory/Clinics,Course-integrated,No website provided
47954,BTM,440,"Business Information Systems Risks, Security and Audit",3.0,LEC,Lecture,Course Prerequisite: One of (COMM226 or COMM 301),UGRD,,JMSB_84,JMSB,Supply Chain and Business Technology Management,Business Technology Management,Undergraduate,Bachelor,"Business Information Systems’ Risks, Security and Audit","Applied learning through intensive case, hands-on experience-on IT auditing and security management project",Case studies;Laboratory/Clinics,Course-integrated,No website provided
48075,BTM,633,Strategic Management of Information Technology,3.0,LEC,Lecture,ANTI-REQ for BTM 633,GRAD,BTM 633 = MBA 615,JMSB_169,JMSB,Supply Chain and Business Technology Management,MBA,Graduate,Master,Strategic Management of Information Technology,Students critically evaluate IT and business problems with a focus on strategic management of IT for competitive advantage.,,Course-integrated,https://www.concordia.ca/jmsb/mba/program/curriculum/supply-chain-btm-electives.html
